main_author_orcid,openalex_id,title,publication_year,publication_date,doi,type,cited_by_count,journal,topics,co_authors,co_author_orcids,num_co_authors,abstract,keywords
0000-0003-1045-122X,W164505209,Axiomatic Theory of L-Functions: the Selberg Class,2006,2006-11-09,https://doi.org/10.1007/978-3-540-36364-4_4,book-chapter,73,Lecture notes in mathematics,Analytic Number Theory Research; Advanced Algebra and Geometry; Finite Group Theory Research,,,0,,Class (philosophy); Axiom; Mathematics; Axiomatic system; Algebra over a field; Pure mathematics; Selberg trace formula; Philosophy; Epistemology; Riemann hypothesis; Geometry
0000-0003-1045-122X,W2077250795,On the Non-Trivial Zeros off the Critical Line for L-functions from the Extended Selberg Class,2006,2006-09-30,https://doi.org/10.1007/s00605-006-0412-x,article,31,Monatshefte für Mathematik,Analytic Number Theory Research; Meromorphic and Entire Functions; Advanced Algebra and Geometry,,,0,,Mathematics; Riemann hypothesis; Pure mathematics; Universality (dynamical systems); Dirichlet series; Diophantine equation; Analytic number theory; Dirichlet distribution; Algebraic number theory; Class number formula; Degree (music); Euler's formula; Mathematical analysis; Algebraic number; Boundary value problem
0000-0003-1045-122X,W1977737579,"On the structure of the Selberg class, V: 1 &lt; d &lt; 5/3",2002,2002-12-01,https://doi.org/10.1007/s00222-002-0236-9,article,21,Inventiones mathematicae,Advanced Algebra and Geometry; Finite Group Theory Research; Holomorphic and Operator Theory,Alberto Perelli,0000-0002-4677-2618,1,,Mathematics; Class (philosophy); Pure mathematics
0000-0003-1045-122X,W1564161608,"On sign-changes in the remainder-term of the prime-number formula, I",1984,1984-01-01,https://doi.org/10.4064/aa-44-4-365-377,article,34,Acta Arithmetica,Algebraic and Geometric Analysis; Analytic Number Theory Research; advanced mathematical theories,,,0,,Mathematics; Remainder; Term (time); Sign (mathematics); Prime (order theory); Prime number theorem; Prime number; Prime factor; Combinatorics; Arithmetic; Pure mathematics; Mathematical analysis
0000-0003-1045-122X,W2319605886,ON THE DISTRIBUTION OF PRIMES (mod4),1995,1995-06-01,https://doi.org/10.1524/anly.1995.15.2.159,article,24,Analysis,Religion and Sociopolitical Dynamics in Nigeria,,,0,,Distribution (mathematics); Mathematics; Mathematical analysis
0000-0003-1045-122X,W4252846784,Oscillatory properties of arithmetical functions. I,1986,1986-03-01,https://doi.org/10.1007/bf01949062,article,16,Acta Mathematica Academiae Scientiarum Hungaricae,Advanced Mathematical Theories and Applications; Iterative Methods for Nonlinear Equations; Algebraic and Geometric Analysis,,,0,,Arithmetic function; Mathematics; Arithmetic; Pure mathematics; Discrete mathematics
0000-0003-1045-122X,W1003678868,Some remarks on factorization in algebraic number fields,1983,1983-01-01,https://doi.org/10.4064/aa-43-1-53-68,article,35,Acta Arithmetica,Algebraic Geometry and Number Theory,,,0,,Mathematics; Algebraic number; Algebraic number field; Factorization; Algebraic number theory; Algebra over a field; Pure mathematics; Mathematical analysis; Algorithm
0000-0003-1045-122X,W2081738180,Oscillatory properties of arithmetical functions. II,1987,1987-09-01,https://doi.org/10.1007/bf01951008,article,26,Acta Mathematica Academiae Scientiarum Hungaricae,advanced mathematical theories; Algebraic and Geometric Analysis; Iterative Methods for Nonlinear Equations,,,0,,Arithmetic function; Mathematics; Arithmetic; Discrete mathematics
0000-0003-1045-122X,W1260542194,The k-functions in multiplicative number theory. I. On complex explicit formulae,1990,1990-01-01,https://doi.org/10.4064/aa-56-3-195-211,article,24,Acta Arithmetica,Analytic Number Theory Research; Mathematics and Applications; Advanced Mathematical Theories,,,0,,Mathematics; Multiplicative function; Number theory; Multiplicative number theory; Analytic number theory; Pure mathematics; Algebra over a field; Arithmetic; Combinatorics; Mathematical analysis; Prime factor
0000-0003-1045-122X,W148421778,Non-unique factorizations in orders of global fields.,1995,1995-02-01,https://doi.org/10.1515/crll.1995.459.89,article,19,Journal für die reine und angewandte Mathematik (Crelles Journal),"Rings, Modules, and Algebras",,,0,,Computer science
0000-0003-1045-122X,W2085842311,On the Value Distribution of Shifts of Universal Dirichlet Series,2006,2006-01-28,https://doi.org/10.1007/s00605-005-0339-7,article,15,Monatshefte für Mathematik,Meromorphic and Entire Functions; Mathematical Dynamics and Fractals; Analytic Number Theory Research,Antanas Laurinčikas,0000-0002-7671-0282,1,,Series (stratigraphy); Mathematics; Value (mathematics); Distribution (mathematics); Statistics; Mathematical analysis; Biology
0000-0003-1045-122X,W1188467678,A pure arithmetical characterization for certain fields with a given class group,1981,1981-01-01,https://doi.org/10.4064/cm-45-2-327-330,article,14,Colloquium Mathematicum,"Analytic Number Theory Research; Computability, Logic, AI Algorithms; Advanced Topology and Set Theory",,,0,,Arithmetic function; Mathematics; Characterization (materials science); Class (philosophy); Group (periodic table); Algebra over a field; Pure mathematics; Arithmetic; Combinatorics; Discrete mathematics; Computer science; Artificial intelligence
0000-0003-1045-122X,W2063094258,Almost periodicity of some error terms in prime number theory,2003,2003-01-01,https://doi.org/10.4064/aa106-3-6,article,14,Acta Arithmetica,Algebraic Geometry and Number Theory; Analytic Number Theory Research; Advanced Algebra and Geometry,Olivier Ramaré,0000-0002-8765-0465,1,,Mathematics; Prime (order theory); Prime number theorem; Prime number; Statistics; Discrete mathematics; Combinatorics
0000-0003-1045-122X,W2026961507,Oscillations of the remainder term related to the Euler totient function,2010,2010-09-01,https://doi.org/10.1016/j.jnt.2010.06.010,article,12,Journal of Number Theory,Advanced Mathematical Identities; Analytic Number Theory Research; Advanced Topics in Algebra,,,0,,Euler's totient function; Remainder; Mathematics; Term (time); Euler's formula; Mathematical analysis; Arithmetic; Physics
0000-0003-1045-122X,W2025576149,On the distribution of irreducible algebraic integers,2008,2008-12-08,https://doi.org/10.1007/s00605-008-0559-8,article,11,Monatshefte für Mathematik,Analytic Number Theory Research; Algebraic Geometry and Number Theory; Finite Group Theory Research,,,0,,Mathematics; Remainder; Algebraic number field; Algebraic number; Asymptotic formula; Term (time); Prime number; Distribution (mathematics); Chinese remainder theorem; Prime (order theory); Prime number theorem; Pure mathematics; Field (mathematics); Class (philosophy); Basis (linear algebra); Combinatorics; Discrete mathematics; Arithmetic; Mathematical analysis
0000-0003-1045-122X,W2080342604,On the Shanks-Rényi Race Problem mod 5,1995,1995-01-01,https://doi.org/10.1006/jnth.1995.1006,article,11,Journal of Number Theory,Limits and Structures in Graph Theory; Coding theory and cryptography; Advanced Harmonic Analysis Research,,,0,,Mathematics; Permutation (music); Mod; Combinatorics; Sequence (biology); Dirichlet distribution; Riemann hypothesis; Discrete mathematics; Pure mathematics; Mathematical analysis
0000-0003-1045-122X,W61239910,On the Shanks-Rényi race problem,1996,1996-01-01,https://doi.org/10.4064/aa-74-1-31-46,article,11,Acta Arithmetica,Mathematical Analysis and Transform Methods; Mathematical Approximation and Integration; Limits and Structures in Graph Theory,,,0,,Mathematics; Race (biology); Combinatorics; Sociology; Gender studies
0000-0003-1045-122X,W2036776808,Unique factorization results for semigroups of L-functions,2008,2008-01-10,https://doi.org/10.1007/s00208-007-0197-9,article,7,Mathematische Annalen,Coding theory and cryptography; Analytic Number Theory Research; Advanced Algebra and Geometry,Giuseppe Molteni; Alberto Perelli,0000-0003-3323-4383; 0000-0002-4677-2618,2,,Mathematics; Factorization; Pure mathematics; Class (philosophy); Algebra over a field; Unique factorization domain; Degree (music); Semigroup; Algorithm
0000-0003-1045-122X,W4237926535,Number-Theoretic Methods in Cryptology,2018,2018-01-01,https://doi.org/10.1007/978-3-319-76620-1,book,6,Lecture notes in computer science,"Chaos-based Image/Signal Encryption; Computability, Logic, AI Algorithms",Josef Pieprzyk; Jacek Pomykała,0000-0002-1917-6466; 0000-0002-6480-5751,2,,Cryptography; Computer science; Focus (optics); Number theory; Information theory; Theoretical computer science; Financial cryptography; Neural cryptography; Computer security; Discrete mathematics; Encryption; Public-key cryptography; Mathematics; Statistics
0000-0003-1045-122X,W1991732224,A note on the degree conjecture for the Selberg class,2008,2008-12-01,https://doi.org/10.1007/s12215-008-0033-4,article,4,Rendiconti del Circolo Matematico di Palermo Series 2,Analytic Number Theory Research; Advanced Algebra and Geometry; Algebraic Geometry and Number Theory,Alberto Perelli,0000-0002-4677-2618,1,,Degree (music); Mathematics; Conjecture; Product (mathematics); Euler's formula; Polynomial; Combinatorics; Integer (computer science); Class (philosophy); Pure mathematics; Discrete mathematics; Mathematical analysis; Geometry; Physics; Computer science
0000-0003-1045-122X,W2042017973,A note on the exceptional set for Goldbach's problem in short intervals,1993,1993-09-01,https://doi.org/10.1007/bf01301533,article,14,Monatshefte für Mathematik,Analytic Number Theory Research,Alberto Perelli,0000-0002-4677-2618,1,,Goldbach's conjecture; Set (abstract data type); Computer science; Mathematics; Arithmetic; Combinatorics; Programming language; Number theory
0000-0003-1045-122X,W952283553,The k-functions in multiplicative number theory. IV. On a method of A. E. Ingham,1991,1991-01-01,https://doi.org/10.4064/aa-57-3-231-244,article,13,Acta Arithmetica,Analytic Number Theory Research; Mathematics and Applications; History and Theory of Mathematics,,,0,,Mathematics; Multiplicative function; Calculus (dental); Pure mathematics; Algebra over a field; Mathematical analysis
0000-0003-1045-122X,W4246577257,"On sign-changes in the remainder-term of the prime-number formula, II",1985,1985-01-01,https://doi.org/10.4064/aa-45-1-65-74,article,10,Acta Arithmetica,Analytic Number Theory Research; Algebraic and Geometric Analysis; Advanced Algebra and Geometry,,,0,,Mathematics; Remainder; Sign (mathematics); Term (time); Prime (order theory); Prime number; Prime number theorem; Prime factor; Arithmetic; Combinatorics; Mathematical analysis
0000-0003-1045-122X,W1255842075,The k-functions in multiplicative number theory. III. Uniform distribution of zeta zeros; discrepancy,1991,1991-01-01,https://doi.org/10.4064/aa-57-3-199-210,article,8,Acta Arithmetica,Analytic Number Theory Research; Mathematical Approximation and Integration; advanced mathematical theories,,,0,,Mathematics; Multiplicative function; Number theory; Distribution (mathematics); Riemann zeta function; Analytic number theory; Pure mathematics; Mathematical analysis
0000-0003-1045-122X,W1996646486,On the distribution of primes in short intervals,1993,1993-07-01,https://doi.org/10.2969/jmsj/04530447,article,7,Journal of the Mathematical Society of Japan,Analytic Number Theory Research,Alberto Perelli,0000-0002-4677-2618,1,,Mathematics; Distribution (mathematics); Prime number theorem; Statistics; Combinatorics; Prime number; Mathematical analysis
0000-0003-1045-122X,W861325147,The k-functions in multiplicative number theory. V. Changes of sign of some arithmetical error terms,1991,1991-01-01,https://doi.org/10.4064/aa-59-1-37-58,article,6,Acta Arithmetica,Analytic Number Theory Research; Cryptography and Residue Arithmetic; History and Theory of Mathematics,,,0,,Arithmetic function; Mathematics; Multiplicative function; Sign (mathematics); Multiplicative number theory; Analytic number theory; Number theory; Arithmetic; Discrete mathematics; Combinatorics; Mathematical analysis; Prime factor
0000-0003-1045-122X,W1008467536,The k-functions in multiplicative number theory. II. Uniform distribution of zeta zeros,1990,1990-01-01,https://doi.org/10.4064/aa-56-3-213-224,article,5,Acta Arithmetica,Analytic Number Theory Research; Advanced Mathematical Identities; Advanced Mathematical Theories,,,0,,Mathematics; Multiplicative function; Number theory; Distribution (mathematics); Riemann zeta function; Multiplicative number theory; Analytic number theory; Pure mathematics; Combinatorics; Mathematical analysis; Prime factor
0000-0003-1045-122X,W844860145,On the number of sign changes in the remainder-term of the prime-ideal theorem,1988,1988-01-01,https://doi.org/10.4064/cm-56-1-185-197,article,5,Colloquium Mathematicum,"advanced mathematical theories; Rings, Modules, and Algebras",,,0,,Mathematics; Remainder; Term (time); Sign (mathematics); Ideal (ethics); Prime (order theory); Prime number theorem; Chinese remainder theorem; Prime number; Prime ideal; Prime factor; Discrete mathematics; Arithmetic; Combinatorics; Mathematical analysis; Law
0000-0003-1045-122X,W4238169135,"On sign-changes in the remainder-term of the prime-number formula, IV",1988,1988-01-01,https://doi.org/10.4064/aa-50-1-15-21,article,3,Acta Arithmetica,Algebraic and Geometric Analysis; Analytic Number Theory Research; Algebraic Geometry and Number Theory,,,0,,Mathematics; Remainder; Term (time); Sign (mathematics); Prime (order theory); Prime number theorem; Prime number; Prime factor; Arithmetic; Combinatorics; Discrete mathematics; Mathematical analysis
0000-0003-1045-122X,W4251338451,"On sign-changes in the remainder-term of the prime-number formula, III",1987,1987-01-01,https://doi.org/10.4064/aa-48-4-347-371,article,3,Acta Arithmetica,Algebraic and Geometric Analysis; Analytic Number Theory Research; Algebraic Geometry and Number Theory,,,0,,Mathematics; Remainder; Term (time); Sign (mathematics); Prime number theorem; Prime (order theory); Prime number; Prime factor; Arithmetic; Combinatorics; Discrete mathematics; Mathematical analysis
0000-0003-1045-122X,W1966686140,Analytic and arithmetic theory of semigroups with divisor theory,1992,1992-01-01,https://doi.org/10.5802/jtnb.72,article,19,Journal de Théorie des Nombres de Bordeaux,advanced mathematical theories; Functional Equations Stability Results,Alfred Geroldinger,0000-0003-0026-2273,1,,Mathematics; Divisor (algebraic geometry); Arithmetic; Algebra over a field; Krohn–Rhodes theory; Analytic number theory; Special classes of semigroups; Pure mathematics; Semigroup
0000-0003-1045-122X,W2055426837,Strong multiplicity one for the Selberg class,2001,2001-06-01,https://doi.org/10.1016/s0764-4442(01)01984-x,article,10,Comptes Rendus de l Académie des Sciences - Series I - Mathematics,Analytic Number Theory Research; Meromorphic and Entire Functions; Analytic and geometric function theory,Alberto Perelli,0000-0002-4677-2618,1,,Multiplicity (mathematics); Mathematics; Pure mathematics; Class (philosophy); Combinatorics; Subclass; Polynomial; Euler's formula; Property (philosophy); Mathematical analysis; Computer science
